PicklesName,SpecType,Teff,g-g,g-r,i-i,i-z,logg,r-i,r-r,u-g,u-u,z-z
,,11500.0,0.0,-0.11290542721393138,0.0,-0.22623078621275994,9.5,-0.158434712662185,0.0,0.1427868623429447,0.0,0.0
,,21000.0,0.0,-0.388555098326556,0.0,-0.3156215122976036,7.75,-0.3190355993698546,0.0,-0.025163822795470026,0.0,0.0
,,9000.0,0.0,-0.026307972188199358,0.0,-0.15597794422865263,7.0,-0.10503981793093686,0.0,0.5243014796895906,0.0,0.0
,,7500.0,0.0,0.1333348577469664,0.0,-0.07242824564637118,7.25,-0.004913886625224961,0.0,0.46630192796205705,0.0,0.0
,,11750.0,0.0,-0.22139058268666645,0.0,-0.24554201025114253,7.0,-0.22910173568151748,0.0,0.5756515174185779,0.0,0.0
,,38000.0,0.0,-0.5079620553854909,0.0,-0.35561723670463863,8.0,-0.37538206442770417,0.0,-0.4047467246075982,0.0,0.0
,,70000.0,0.0,-0.543774778267931,0.0,-0.3639402869207231,8.75,-0.38966621686420666,0.0,-0.4995286795284457,0.0,0.0
,,5000.0,0.0,0.6571142473817275,0.0,0.1203758097005263,7.0,0.2581753014149655,0.0,1.4286908609669808,0.0,0.0
,,17250.0,0.0,-0.28191630866346173,0.0,-0.30441161001983374,9.0,-0.2770507970697693,0.0,0.0358255966540284,0.0,0.0
,,13750.0,0.0,-0.2028966707476556,0.0,-0.27343499995370024,8.75,-0.23027181902055105,0.0,0.1764282215458408,0.0,0.0
,,12250.0,0.0,-0.24346330876172573,0.0,-0.2529355006407812,7.0,-0.24086380189848455,0.0,0.5456421363021349,0.0,0.0
,,8000.0,0.0,0.07376904206068247,0.0,-0.10087645134137802,7.0,-0.04085891196700686,0.0,0.4778460047843822,0.0,0.0
,,5250.0,0.0,0.598389742864704,0.0,0.08817209689279082,8.75,0.21606711588260197,0.0,1.425685304086464,0.0,0.0
,,17750.0,0.0,-0.37181439235377667,0.0,-0.2926352195179831,6.75,-0.30320367011628946,0.0,0.16690374023257704,0.0,0.0
,,19250.0,0.0,-0.3578786620205605,0.0,-0.30952061949670195,8.0,-0.3060918225043494,0.0,0.03238881537247096,0.0,0.0
,,17750.0,0.0,-0.3772133823585122,0.0,-0.2904472070828774,6.5,-0.3042484925914408,0.0,0.1747084954226139,0.0,0.0
,,13250.0,0.0,-0.27744950513349664,0.0,-0.2641743868923214,7.0,-0.2579335304211554,0.0,0.467397206294649,0.0,0.0
,,8500.0,0.0,0.04041366794297119,0.0,-0.12041001542605301,8.25,-0.05722300565124527,0.0,0.34622342907447035,0.0,0.0
,,11250.0,0.0,-0.2106562600459867,0.0,-0.23550983309288398,6.75,-0.2206400967378528,0.0,0.637529645179626,0.0,0.0
,,8500.0,0.0,0.01465156601123141,0.0,-0.13051874818661702,6.75,-0.07776575953002407,0.0,0.535230215634499,0.0,0.0
,,16000.0,0.0,-0.3454478656850668,0.0,-0.2822382994774344,6.75,-0.2895944658334102,0.0,0.2733449163912809,0.0,0.0
,,6000.0,0.0,0.3944971833365898,0.0,0.0156798642753202,9.5,0.12328271299816862,0.0,0.9784455742549554,0.0,0.0
,,12000.0,0.0,-0.16438377990913722,0.0,-0.25180506606503883,8.25,-0.2054302416214142,0.0,0.3111895403135705,0.0,0.0
,,6750.0,0.0,0.23765036548580554,0.0,-0.03519673628856168,9.25,0.0585572856567822,0.0,0.581855197199296,0.0,0.0
,,18500.0,0.0,-0.28612699221881144,0.0,-0.3123374478070673,9.5,-0.27991158416863016,0.0,-0.0627178427990529,0.0,0.0
,,8750.0,0.0,0.020792882293584114,0.0,-0.13215526017951618,8.25,-0.07028349146175827,0.0,0.34001863023375734,0.0,0.0
,,80000.0,0.0,-0.5492951078449408,0.0,-0.36557006846574325,9.0,-0.39181593300359197,0.0,-0.511611952542367,0.0,0.0
,,18250.0,0.0,-0.35113609247081,0.0,-0.3031881510830061,7.75,-0.3008519309167781,0.0,0.0934886467577769,0.0,0.0
,,13000.0,0.0,-0.28074762938045694,0.0,-0.2591295164662384,6.75,-0.2570118049702401,0.0,0.5077679880486698,0.0,0.0
,,19750.0,0.0,-0.3649768720897555,0.0,-0.3117334850328959,8.0,-0.3095036802248927,0.0,0.01118361762211606,0.0,0.0
,,19500.0,0.0,-0.3828625764873479,0.0,-0.30562801344532176,7.25,-0.3126823545127877,0.0,0.06026909349374421,0.0,0.0
,,7250.0,0.0,0.16364671294137167,0.0,-0.06039873187096845,8.75,0.019733339370233693,0.0,0.4354539007489393,0.0,0.0
,,12250.0,0.0,-0.18524682927541392,0.0,-0.2567433549281617,8.0,-0.2180357845402483,0.0,0.3585612313632396,0.0,0.0
,,7750.0,0.0,0.105636592189299,0.0,-0.08517275220871312,9.0,-0.00973023566140796,0.0,0.35518390869044225,0.0,0.0
,,14250.0,0.0,-0.270120873383334,0.0,-0.27904176261299796,7.75,-0.2621609870070074,0.0,0.3241803989693679,0.0,0.0
,,5500.0,0.0,0.4955618619248625,0.0,0.06687271416719653,6.75,0.18257397448287094,0.0,0.9713905994683714,0.0,0.0
,,15000.0,0.0,-0.2777017741600929,0.0,-0.2863910470526605,8.0,-0.26814115228201985,0.0,0.2522773617640226,0.0,0.0
,,11000.0,0.0,-0.11161369019521317,0.0,-0.22347606306150425,8.5,-0.16581333357667916,0.0,0.2934955512825397,0.0,0.0
,,9250.0,0.0,-0.012815510549380349,0.0,-0.1530986854970564,8.5,-0.09077755010352462,0.0,0.30553544471222693,0.0,0.0
,,5750.0,0.0,0.4316790427831805,0.0,0.0434206465633693,7.0,0.1505995670563678,0.0,0.8514631159498691,0.0,0.0
,,50000.0,0.0,-0.5364867328931808,0.0,-0.3590372813213776,7.0,-0.3862716311311871,0.0,-0.4497037091598983,0.0,0.0
,,15750.0,0.0,-0.2838346930096023,0.0,-0.2928625748144853,8.25,-0.27331672580453414,0.0,0.18469185407552402,0.0,0.0
,,19250.0,0.0,-0.3111431612244928,0.0,-0.31585642524477464,9.25,-0.2913772033003781,0.0,-0.06336760036841582,0.0,0.0
,,10750.0,0.0,-0.11530856645362775,0.0,-0.22137769751364544,8.0,-0.1694074629983504,0.0,0.3819006530261646,0.0,0.0
,,13750.0,0.0,-0.1967753621999222,0.0,-0.273065959425125,9.0,-0.22539214679650854,0.0,0.13097371818907533,0.0,0.0
,,24000.0,0.0,-0.39015868520240815,0.0,-0.33319447815442516,9.0,-0.3260003868963608,0.0,-0.19285699387460653,0.0,0.0
,,12250.0,0.0,-0.2675264621083926,0.0,-0.24809364002603473,6.5,-0.24787097131040525,0.0,0.5936883319747679,0.0,0.0
,,18750.0,0.0,-0.31227795638796607,0.0,-0.31255417711204814,9.0,-0.2911285887544821,0.0,-0.02251485598030456,0.0,0.0
,,14500.0,0.0,-0.2770143128181317,0.0,-0.28114216889759547,7.75,-0.2654579539624109,0.0,0.3083809963556021,0.0,0.0
,,9250.0,0.0,-0.015540508812392773,0.0,-0.1553309877808644,8.25,-0.0943856892576207,0.0,0.33530561906604106,0.0,0.0
,,38000.0,0.0,-0.5053314089037286,0.0,-0.355922154037863,8.25,-0.3743739032414126,0.0,-0.40899500167262914,0.0,0.0
,,5500.0,0.0,0.5085446064714816,0.0,0.06359774731298273,8.0,0.1839088674842344,0.0,1.1274918333218054,0.0,0.0
,,14500.0,0.0,-0.26406173140188827,0.0,-0.2822575622541308,8.0,-0.26159518487076383,0.0,0.2805426462401641,0.0,0.0
,,60000.0,0.0,-0.5441816712118595,0.0,-0.3615512490638011,7.25,-0.38963199387061564,0.0,-0.4751865736489336,0.0,0.0
,,17000.0,0.0,-0.35466354375022036,0.0,-0.2906043765596351,7.0,-0.29639853899978164,0.0,0.19999523195645708,0.0,0.0
,,26000.0,0.0,-0.4373649610439969,0.0,-0.3360746808482489,8.0,-0.3441714500608697,0.0,-0.19535336342884335,0.0,0.0
,,14500.0,0.0,-0.3090793692939897,0.0,-0.27463452702003366,7.0,-0.2735281491236421,0.0,0.3682760858086027,0.0,0.0
,,5500.0,0.0,0.5001928667156221,0.0,0.06574412103384475,7.25,0.18375969926344737,0.0,1.021056512758804,0.0,0.0
,,60000.0,0.0,-0.5401000872412709,0.0,-0.3620601469153968,8.0,-0.3884430489575763,0.0,-0.479518869152912,0.0,0.0
,,10000.0,0.0,-0.053202890258539526,0.0,-0.17717783317495162,9.25,-0.11011992764603917,0.0,0.20873015760621882,0.0,0.0
,,14250.0,0.0,-0.25663635518008476,0.0,-0.2798401698797903,8.0,-0.25790259275105853,0.0,0.2939413065430898,0.0,0.0
,,16750.0,0.0,-0.2703807347795504,0.0,-0.30079395389201125,9.0,-0.27124019814921496,0.0,0.053997695435398896,0.0,0.0
,,16500.0,0.0,-0.2530003924508861,0.0,-0.297853674364724,9.25,-0.2616531716888275,0.0,0.027183776890367994,0.0,0.0
,,17500.0,0.0,-0.2650511966980531,0.0,-0.3052577075859517,9.5,-0.2684682193107051,0.0,-0.033768761560658334,0.0,0.0
,,26000.0,0.0,-0.4633695026240545,0.0,-0.328947927175264,6.5,-0.34963197669961943,0.0,-0.14903728090376234,0.0,0.0
,,15500.0,0.0,-0.33683785020114243,0.0,-0.27901860724386296,6.75,-0.2851660279697441,0.0,0.3077041700135723,0.0,0.0
,,17750.0,0.0,-0.3432599727558099,0.0,-0.3007379538422583,7.75,-0.2970364492109354,0.0,0.11837851142797007,0.0,0.0
,,17000.0,0.0,-0.3611183473337789,0.0,-0.28833774643328525,6.75,-0.2976714141898782,0.0,0.21005112229888567,0.0,0.0
,,40000.0,0.0,-0.512994504527434,0.0,-0.35659389520774454,8.0,-0.37743680701061777,0.0,-0.4175345170527436,0.0,0.0
,,13500.0,0.0,-0.27330487098534206,0.0,-0.2688610114239438,7.25,-0.25861430587603706,0.0,0.4260917419279977,0.0,0.0
,,7250.0,0.0,0.16689293320767007,0.0,-0.05896034365646585,8.0,0.016542274162532067,0.0,0.4538313033103947,0.0,0.0
,,11000.0,0.0,-0.10538653260366715,0.0,-0.22028984015919661,8.75,-0.15933064525903973,0.0,0.2555299133837252,0.0,0.0
,,19500.0,0.0,-0.3614641027005874,0.0,-0.3106282677528611,8.0,-0.3078203884735444,0.0,0.02167024484277391,0.0,0.0
,,38000.0,0.0,-0.5193253302849854,0.0,-0.3538133076738106,6.75,-0.378646036459358,0.0,-0.38913947376847347,0.0,0.0
,,16750.0,0.0,-0.34330830426424086,0.0,-0.2914538621170948,7.25,-0.29286267570446967,0.0,0.20261805275223566,0.0,0.0
,,18500.0,0.0,-0.38690698220288766,0.0,-0.29467598762980884,6.5,-0.30934904669794605,0.0,0.13445957418651489,0.0,0.0
,,7500.0,0.0,0.1341703820646103,0.0,-0.07287803126392589,8.75,0.003987540086917818,0.0,0.3953526855880227,0.0,0.0
,,9500.0,0.0,-0.08147271770452846,0.0,-0.18477350254616454,6.75,-0.1429171667880027,0.0,0.6088075836751514,0.0,0.0
,,11000.0,0.0,-0.11952648023281398,0.0,-0.22663916376851745,8.25,-0.17217623689365524,0.0,0.334375326627125,0.0,0.0
,,36000.0,0.0,-0.5046841618347031,0.0,-0.3540135832459086,7.75,-0.37380912385144427,0.0,-0.3841122605005154,0.0,0.0
,,12750.0,0.0,-0.1732551711143202,0.0,-0.26134463401111674,8.75,-0.21075695027185049,0.0,0.20020022063913245,0.0,0.0
,,7000.0,0.0,0.19854953793018382,0.0,-0.04577851015594803,8.25,0.03535579556126578,0.0,0.4880286185549778,0.0,0.0
,,28000.0,0.0,-0.43094192192773306,0.0,-0.346591795845022,9.25,-0.34368030019186335,0.0,-0.3052014815378996,0.0,0.0
,,8250.0,0.0,0.047039208091817386,0.0,-0.1147049660798487,7.0,-0.05709235402806456,0.0,0.48397701060213194,0.0,0.0
,,23000.0,0.0,-0.36219263186136885,0.0,-0.3315231989385907,9.5,-0.31398238031405157,0.0,-0.199331589553168,0.0,0.0
,,18500.0,0.0,-0.3625802788937307,0.0,-0.3026248765539634,7.5,-0.30450099267334707,0.0,0.09541552701133327,0.0,0.0
,,10000.0,0.0,-0.08812100936926015,0.0,-0.19925111123658468,7.5,-0.1491411386386261,0.0,0.4723853080825009,0.0,0.0
,,32000.0,0.0,-0.4813002507122661,0.0,-0.351168207886154,8.25,-0.3644999089774785,0.0,-0.34538643475202235,0.0,0.0
,,18500.0,0.0,-0.2968681972998155,0.0,-0.31220316282787763,9.25,-0.2848515807222043,0.0,-0.03658106284262175,0.0,0.0
,,7750.0,0.0,0.10744509959378234,0.0,-0.08483699056952076,8.75,-0.01146382810643587,0.0,0.36554478284657677,0.0,0.0
,,7250.0,0.0,0.1600727437351992,0.0,-0.05894801757045798,6.75,0.009757639361943404,0.0,0.5128762326328626,0.0,0.0
,,25000.0,0.0,-0.45419444526735475,0.0,-0.3247725057914721,6.5,-0.3447130758011312,0.0,-0.11879469762083517,0.0,0.0
,,14750.0,0.0,-0.21010144049098045,0.0,-0.2821451204562564,9.5,-0.23206892561186265,0.0,0.02868774040897648,0.0,0.0
,,19250.0,0.0,-0.3796619650256119,0.0,-0.3044290392815512,7.25,-0.3110708466090557,0.0,0.07169746331663163,0.0,0.0
,,11500.0,0.0,-0.1919443091112072,0.0,-0.2435486595396199,7.25,-0.21619770433407126,0.0,0.5328379253245004,0.0,0.0
,,45000.0,0.0,-0.5266749992551212,0.0,-0.35791543701760276,7.5,-0.3826232767215316,0.0,-0.4356177917988546,0.0,0.0
,,7750.0,0.0,0.09998894097223143,0.0,-0.08632845962924307,9.5,-0.00710706658351512,0.0,0.3447562106023483,0.0,0.0
,,6750.0,0.0,0.2346654701426445,0.0,-0.028764851591624563,7.0,0.05042346345533133,0.0,0.551694387295548,0.0,0.0
,,7750.0,0.0,0.10929670237826627,0.0,-0.08475108770348783,8.0,-0.016595951257400543,0.0,0.4032233447905256,0.0,0.0
,,70000.0,0.0,-0.541526243404526,0.0,-0.3642772623601047,9.25,-0.3880895964922999,0.0,-0.5035070000308934,0.0,0.0
,,13750.0,0.0,-0.29120413775657994,0.0,-0.26868730955936115,7.0,-0.264701185090793,0.0,0.4268798575435966,0.0,0.0
,,9500.0,0.0,-0.060086112059472896,0.0,-0.1789178150599966,7.25,-0.1290911765247742,0.0,0.5039293621768834,0.0,0.0
,,34000.0,0.0,-0.5031766989371675,0.0,-0.3514387353876387,7.25,-0.37240514489103305,0.0,-0.3528211268116408,0.0,0.0
,,7000.0,0.0,0.19711289001789822,0.0,-0.04819024787791193,9.0,0.038387931857336355,0.0,0.49147545214646726,0.0,0.0
,,36000.0,0.0,-0.49904260304043646,0.0,-0.35473909041901663,8.25,-0.37179330036179437,0.0,-0.39348903118158773,0.0,0.0
,,9000.0,0.0,-0.005018574597194458,0.0,-0.1482470800460618,7.75,-0.09030666299144485,0.0,0.399829409994652,0.0,0.0
,,6750.0,0.0,0.2376064758857126,0.0,-0.03420870146956645,9.0,0.05763246027378699,0.0,0.5650635592770286,0.0,0.0
