PicklesName,SpecType,Teff,g-r,g_s-g,i-z,i_s-i,logg,r-i,r_s-r,u-g,u_s-u,z_s-z
,,26000.0,-0.4561264987835827,0.003410138124053219,-0.331406481922194,0.03286466488039963,7.0,-0.3483847496857493,0.018431616099839232,-0.16059809684924176,0.027059405593881536,0.021777228137132454
,,34000.0,-0.49123385010621234,0.006933587215101511,-0.35321425717111765,0.03469113864031215,8.25,-0.36859316358999905,0.019526999302811987,-0.3731767838568132,0.03387284080888264,0.028170940847104475
,,18750.0,-0.3661259077741619,-0.001979407374967934,-0.30384104362626374,0.030035640616816295,7.5,-0.3062411177357518,0.015778332418712182,0.08336384149777132,0.016563599648051763,0.014994850243596147
,,23000.0,-0.43568803397807443,0.002672220490580912,-0.3164857243774719,0.031624446757270164,6.5,-0.33489312743358113,0.0177520456397815,-0.05446301748889226,0.02209759679219303,0.01737289330434777
,,15750.0,-0.3165543082318578,-0.005115595685502683,-0.2877756412686665,0.028391396572828853,7.5,-0.28190022174580776,0.014251510071957796,0.24854689054513557,0.010031659993799735,0.01061270545741877
,,12000.0,-0.258693613100597,-0.007683658864010567,-0.24490847247898984,0.025049247045416223,6.5,-0.2432760914853418,0.012040512817399929,0.6165092287410161,-0.005332642825180756,-0.0034119851399410095
,,11250.0,-0.1658638519325777,-0.009971373968006958,-0.2402801470981828,0.02305669208261918,7.5,-0.20296705696380002,0.009345157649718772,0.47902874160887166,-0.003118981100755036,0.0009243770314668609
,,30000.0,-0.45524875780836993,0.004302277360011431,-0.3499647324397799,0.03415202864078992,9.0,-0.35377305989752017,0.018512659216874283,-0.33572833834806914,0.03255413656920325,0.027441398849944676
,,5000.0,0.6642610123279411,-0.024355536010808976,0.11946564432906115,-0.016033804695183562,7.5,0.25762842044400003,-0.01875577256254246,1.503268869397651,-0.12808260850452058,-0.08121059553972998
,,15500.0,-0.2512914352048199,-0.007904223098350371,-0.2908685530298598,0.027649328133875883,8.75,-0.2599769044160922,0.013232490577863132,0.13178174927397635,0.011069144357200855,0.013962335053278707
,,9000.0,0.0024155152511653455,-0.006614599008898381,-0.13769333136499284,0.0117001276587132,9.25,-0.07077423602767396,0.001783285112118449,0.24373384316334779,-0.02036571716892155,-0.0169159404858803
,,25000.0,-0.4325798108467964,0.0021080176421435226,-0.3313044045290141,0.03262190051818692,7.75,-0.3405451533906074,0.017810005552412633,-0.15710295298131882,0.02658740957032535,0.022345257521671158
,,28000.0,-0.4414621376298413,0.003212728970176215,-0.34505280838078534,0.03371857316394511,8.75,-0.3482404445517133,0.01815137838461567,-0.28094430448379626,0.030951215425702117,0.026152111097296427
,,6000.0,0.37434486066451456,-0.013773945652189923,0.02224510639923949,-0.00518610792416041,7.25,0.12202918712368671,-0.009775306056305055,0.7526333258160136,-0.0687546834589412,-0.056946190210197756
,,9500.0,-0.026598618053689904,-0.0070336681821814295,-0.15775808965063476,0.013689553679704147,9.25,-0.09125667430880213,0.0029707525651119226,0.22280190984405124,-0.015996584764685906,-0.012154194162292242
,,11000.0,-0.21212618672473837,-0.008892950784705533,-0.22880897373192255,0.023220523566841678,6.5,-0.2184608945593567,0.010540994347586263,0.6881450310534376,-0.009509138531207384,-0.006678455195263666
,,11750.0,-0.23616827551462904,-0.008701119706550742,-0.24377525009713708,0.02455721170547065,6.75,-0.23419959489285702,0.011439550193877324,0.611369390185942,-0.005269056928163707,-0.0025903436665828394
,,15250.0,-0.3322801663860986,-0.0038038608826198583,-0.27737414294280427,0.027949118441618737,6.75,-0.2828400273497067,0.014481336945038947,0.3255727921719398,0.006708403582287303,0.00611038940407127
,,17750.0,-0.3343973512626164,-0.0038064523320997523,-0.3024653338131813,0.02958998203807539,8.0,-0.29488827411277185,0.015017509377628357,0.1017164302508462,0.015430873884106688,0.015332967742310188
,,70000.0,-0.5497457073984364,0.011064937718465728,-0.3631093938623309,0.03580642845323467,7.5,-0.3920680511904706,0.021249401390868172,-0.4923853529357629,0.038747730790511525,0.03035812428252882
,,20000.0,-0.32436354909860654,-0.003887301059911863,-0.3190773309637436,0.030491644721891475,9.25,-0.2972602094272432,0.01547130559553267,-0.08941465992566577,0.02143874472310614,0.02040308778840938
,,11750.0,-0.20496860296705677,-0.009612745735289252,-0.247108573095133,0.024200047404129066,7.25,-0.22312775018188802,0.01067920228686603,0.5292577334642701,-0.002954137600703177,0.0006336062287104482
,,23000.0,-0.3919570899768843,0.00012977251359558295,-0.32744994080722734,0.031970976664844386,8.5,-0.32512393998204914,0.016813525281328623,-0.13403640743970158,0.024805125066230005,0.02190077581956018
,,21000.0,-0.41559262647728445,0.0015560783009291868,-0.307445452192205,0.030815421581515068,6.5,-0.32432817948767934,0.017123764150568377,0.02015565254134799,0.018823284286163755,0.014858045225849992
,,12250.0,-0.2289245915196858,-0.009213284029172542,-0.25437028444567034,0.025065660948165203,7.25,-0.23597940418824948,0.011485243174348625,0.5111202379972042,-0.0014125286829127504,0.0019181378949113537
,,12000.0,-0.23306001308789348,-0.008969763429419686,-0.24940770427437542,0.024831098031924626,7.0,-0.23536587864938951,0.011475921419815904,0.562316106555393,-0.0032332069938192376,-0.00027196895089076634
,,15750.0,-0.3066269554190342,-0.0056687220162459084,-0.28975834098555,0.02841331869015562,7.75,-0.27943927860738427,0.014077840927001262,0.22995155088626262,0.01057230871120396,0.01165290182584755
,,10250.0,-0.12949261968750392,-0.009531252272168445,-0.21412326040526608,0.020616578822128417,7.0,-0.17669824418690183,0.007814868907580319,0.5823181419475532,-0.008831087064557153,-0.005886658621065521
,,11000.0,-0.13946451734847898,-0.009936654413316148,-0.2319196726647661,0.021889152191867822,7.75,-0.18643550352120997,0.008340824907527633,0.4276779285952941,-0.004134403542749965,0.0007101514338430093
,,27000.0,-0.44202661167540214,0.0029595588148723095,-0.34042502379323025,0.03340772601323039,8.25,-0.3473889768662275,0.018128499383351482,-0.23308408087003585,0.02950245887252123,0.024850025565484657
,,11000.0,-0.17943623156649124,-0.009621589982920398,-0.23389062249707138,0.022966680911039816,7.0,-0.20720523857540485,0.009667681899252045,0.5900287401361837,-0.00600704555697007,-0.002926370189278771
,,14000.0,-0.29748618442075525,-0.006143665060747594,-0.2707775783061379,0.027098931901022638,7.0,-0.2677892622778941,0.013456557633482191,0.40700982526423246,0.003815401765805859,0.0047872836001161545
,,35000.0,-0.49229643244718346,0.007160494914188575,-0.3543704545564026,0.03477369562802579,8.5,-0.36902943818422784,0.019549761486096884,-0.38967401025606563,0.034301750450083546,0.02849666395192685
,,45000.0,-0.518521573681312,0.00909931004185438,-0.3588932628940853,0.035286467645534,8.5,-0.3796372632938514,0.020317110918938397,-0.4472014533074997,0.03645163342090996,0.02950532963121333
,,9500.0,-0.09347766749461783,-0.008821159913523502,-0.18698805577366073,0.018102521874013178,6.5,-0.15090604909601524,0.006443395536898322,0.6635214061481349,-0.01459183730312219,-0.012739564632248346
,,18500.0,-0.38181111536474077,-0.0006928285323226646,-0.2967534258086033,0.029752482767221977,6.75,-0.3083621781081405,0.016087053177372468,0.12704437651685652,0.014575090301931937,0.012006136783988097
,,12000.0,-0.12920310883794173,-0.009370560522370397,-0.23996123153906979,0.021520901901361356,9.5,-0.17309944072670191,0.008125508605637322,0.12591341754754382,-0.0005056180834870361,0.005895128248049275
,,14000.0,-0.21989128037412797,-0.008964558734298578,-0.2764987452721641,0.026209749597306597,8.5,-0.2409314957193729,0.011980097579765925,0.21907783699749217,0.006373683136864372,0.01082587490260778
,,29000.0,-0.4649139569997587,0.00436876879584247,-0.3453106903462384,0.033943761112674053,8.0,-0.35710768838736584,0.018759404579860472,-0.27465363912053675,0.031170168165047585,0.02597331185497609
,,12750.0,-0.2035158126151444,-0.009656420397604393,-0.26275332528499007,0.02511224629142106,8.0,-0.22887342500519026,0.011085166217306153,0.3501562768121218,0.0021961362616025326,0.006832489206850312
,,18500.0,-0.3465935162604268,-0.0030279674913558097,-0.306059687649487,0.029974108270948818,8.0,-0.30069437552666045,0.015372914782716407,0.06592780872890813,0.01688927463871437,0.01623679580199422
,,18000.0,-0.36259925906999513,-0.0021883705585707958,-0.2981717874054297,0.02962338731315839,7.25,-0.3025156710231869,0.015597850490188137,0.13315220627769975,0.014588834235041759,0.01307019508690388
,,17500.0,-0.33916442342699327,-0.003629879300440564,-0.2994751509369564,0.029435790964541297,7.75,-0.29506145700391784,0.015043431196275492,0.13126146192041688,0.01450849433733481,0.014186345826857405
,,17750.0,-0.35141376770776134,-0.002911401211989073,-0.29889349684166433,0.029542517232250987,7.5,-0.29899206219801755,0.015325517920125264,0.13329738567393434,0.014573015536925027,0.013632846672649634
,,8750.0,0.0040375763388809105,-0.008038643243764909,-0.13984986051809756,0.012304981118013814,7.25,-0.08442110374221556,0.002701454747750631,0.46728985624051234,-0.0205333660853384,-0.01826268088994709
,,6250.0,0.33483034923499844,-0.012762020567272714,-0.0034426746284950127,-0.0027257015993029654,9.5,0.09984212009437243,-0.008541926281836254,0.8383862760143757,-0.08457131417454633,-0.04844348425164924
,,22000.0,-0.3638096104797981,-0.0014073802901322097,-0.3258844769351654,0.03149428623913764,9.0,-0.3142562843004697,0.016267757262525606,-0.13485378961505035,0.02406472342939736,0.02179672617233308
,,29000.0,-0.4692154343329804,0.0044812416036847935,-0.34448157601246976,0.03391638890236237,7.75,-0.35831126981872075,0.018874495733037122,-0.26592207814990587,0.03098348668378037,0.025660079484403298
,,18000.0,-0.30877104198592775,-0.004967761969950857,-0.30794326235868397,0.029623475876178418,8.75,-0.2882795180373492,0.014760786833861061,0.030092327511951567,0.017167336479317896,0.017521464884218574
,,16500.0,-0.3306819844373976,-0.004233470876997103,-0.2921956999346662,0.02885779387084142,7.5,-0.2888000020118042,0.014686390199692312,0.20277840144331805,0.011828732445202661,0.0118044202642551
,,8250.0,0.05188381246347973,-0.007648261812654766,-0.11305328194941211,0.009479107516284557,7.25,-0.05376259901243685,0.0010110236442741893,0.45219408604554445,-0.02589269319988574,-0.024088986479526397
,,9000.0,0.003956188380648484,-0.007275086514674456,-0.14190672046370878,0.01225418289769209,8.5,-0.07928410584090528,0.0022833700451059258,0.30968413144064755,-0.019925973586936152,-0.016248750248522015
,,34000.0,-0.5004196684971944,0.007172768179025013,-0.3518973477744538,0.034672064714492024,7.5,-0.371645978527944,0.01981833718439674,-0.35720058384068665,0.03357343052554285,0.027668356251744797
,,18250.0,-0.280938552713053,-0.006562925303754241,-0.31068742159687446,0.029163012401816957,9.5,-0.2773223845618702,0.014692011348209633,-0.05506794567169493,0.018568554141886295,0.01889627065493471
,,17750.0,-0.2703864112799863,-0.0070061882700116485,-0.30714618876534416,0.02874882163801118,9.5,-0.27156682788317,0.014380636013420656,-0.04059537897981613,0.01733713174066054,0.018235131892772927
,,80000.0,-0.5545985752332285,0.011348586406690231,-0.365123259411682,0.0360061653834336,7.75,-0.3945207592034663,0.021383667505077142,-0.5052241401566278,0.039384950493328574,0.030793220017926615
,,13750.0,-0.30943646540337966,-0.004951445650235087,-0.26293022962966006,0.026837086657799603,6.5,-0.26912186627225054,0.01367495076632963,0.45710628094746397,0.0011771648860303685,0.0013079935253159647
,,13250.0,-0.23799498643467132,-0.009004532172525614,-0.26883795551288614,0.026119554146156077,7.75,-0.24593938102208313,0.012115772634622601,0.38196389702960687,0.0033501063540199993,0.006885492961067996
,,11750.0,-0.18967590249465616,-0.009861041462706055,-0.2486324862008047,0.024042363683477674,7.5,-0.21712365356903973,0.010258780715311389,0.4754360629864749,-0.001787399855878391,0.002215569419355745
,,24000.0,-0.37610977397153533,-0.0009495762696687393,-0.3350474281481368,0.032173120542992706,9.5,-0.3200029009462,0.016760458390557176,-0.2254215743294452,0.02741063295245283,0.02409525977468263
,,16750.0,-0.3507709403464574,-0.0028333429036990765,-0.2891726038981872,0.028901844094065154,7.0,-0.2944053880471742,0.01515019496478942,0.21492908378700548,0.01125851080418272,0.010095311041766308
,,10500.0,-0.1337209552894052,-0.009737873276449704,-0.2209859127497822,0.021118920423916165,7.25,-0.1805489157881155,0.00800043430570696,0.531700934148148,-0.0070309574499844985,-0.003492654889299729
,,11500.0,-0.11290542721393138,-0.009160980841521393,-0.22623078621275994,0.020157002517315448,9.5,-0.158434712662185,0.007205196334645336,0.1427868623429447,-0.0027692244093486806,0.0032801831597808473
,,21000.0,-0.388555098326556,-0.0005163731517825454,-0.3156215122976036,0.031076303346907252,7.75,-0.3190355993698546,0.01652195750104113,-0.025163822795470026,0.0208801766654787,0.0184123457006109
,,9000.0,-0.026307972188199358,-0.008421424763710661,-0.15597794422865263,0.014174888365957372,7.0,-0.10503981793093686,0.0038449355152607723,0.5243014796895906,-0.01785215033802956,-0.01577084766670822
,,7500.0,0.1333348577469664,-0.007940951978049782,-0.07242824564637118,0.005160417540139406,7.25,-0.004913886625224961,-0.001805064726653427,0.46630192796205705,-0.03526910370836589,-0.0337228933794691
,,11750.0,-0.22139058268666645,-0.00922654442590698,-0.24554201025114253,0.024388728344561628,7.0,-0.22910173568151748,0.011092144417851557,0.5756515174185779,-0.004146328708877434,-0.0009884189949289635
,,38000.0,-0.5079620553854909,0.008167806680845047,-0.35561723670463863,0.03497881862907093,8.0,-0.37538206442770417,0.02003602050303499,-0.4047467246075982,0.03495625964028193,0.028717241745191302
,,70000.0,-0.543774778267931,0.010665303690451822,-0.3639402869207231,0.03584522765319775,8.75,-0.38966621686420666,0.021016599830993243,-0.4995286795284457,0.03885243826467644,0.03057401889991951
,,5000.0,0.6571142473817275,-0.024122604247523327,0.1203758097005263,-0.016108549235745784,7.0,0.2581753014149655,-0.01879549368104705,1.4286908609669808,-0.12438033457407016,-0.08168559564521871
,,17250.0,-0.28191630866346173,-0.006464653804904685,-0.30441161001983374,0.028974684327941702,9.0,-0.2770507970697693,0.014301581271936925,0.0358255966540284,0.015942030425307507,0.017006034920527213
,,13750.0,-0.2028966707476556,-0.008975196797031515,-0.27343499995370024,0.025609000744481136,8.75,-0.23027181902055105,0.011389765326605072,0.1764282215458408,0.005984868365807472,0.011057226466633097
,,12250.0,-0.24346330876172573,-0.008674819030382253,-0.2529355006407812,0.025232148645550012,7.0,-0.24086380189848455,0.011799011796298942,0.5456421363021349,-0.0022781333680867988,0.00044994275013010565
,,8000.0,0.07376904206068247,-0.0076833459488341305,-0.10087645134137802,0.008257675283118715,7.0,-0.04085891196700686,0.0003059029736292018,0.4778460047843822,-0.028345491269412548,-0.027283629949934607
,,5250.0,0.598389742864704,-0.02156451939609383,0.08817209689279082,-0.012680460571765195,8.75,0.21606711588260197,-0.015807721770677574,1.425685304086464,-0.12302802132996504,-0.07203041006047073
,,17750.0,-0.37181439235377667,-0.001302978827979473,-0.2926352195179831,0.02938338899019044,6.75,-0.30320367011628946,0.015764822697960312,0.16690374023257704,0.012960299826474397,0.01078178203612623
,,19250.0,-0.3578786620205605,-0.0023093222547245773,-0.30952061949670195,0.030336123801959047,8.0,-0.3060918225043494,0.015702161724973962,0.03238881537247096,0.018271445804245445,0.017116219047245806
,,17750.0,-0.3772133823585122,-0.0006879659626974899,-0.2904472070828774,0.029313389708747195,6.5,-0.3042484925914408,0.015897906603925094,0.1747084954226139,0.012330239330488268,0.009836525441137667
,,13250.0,-0.27744950513349664,-0.007236669570943377,-0.2641743868923214,0.026435335018746287,7.0,-0.2579335304211554,0.01283727356122455,0.467397206294649,0.0013654777928238104,0.0030663001821125135
,,8500.0,0.04041366794297119,-0.007155727209202212,-0.12041001542605301,0.010102207713373446,8.25,-0.05722300565124527,0.0010606443698790713,0.34622342907447035,-0.024643688974144595,-0.02153296359619361
,,11250.0,-0.2106562600459867,-0.009163507143313154,-0.23550983309288398,0.02359478853622221,6.75,-0.2206400967378528,0.010611208386684723,0.637529645179626,-0.007148866252535413,-0.004116195961302083
,,8500.0,0.01465156601123141,-0.007991380134143355,-0.13051874818661702,0.011508643923733075,6.75,-0.07776575953002407,0.0024134071023169668,0.535230215634499,-0.022518237150869425,-0.02133625754228774
,,16000.0,-0.3454478656850668,-0.0029608999975820893,-0.2822382994774344,0.028417786159522507,6.75,-0.2895944658334102,0.014908398294878111,0.2733449163912809,0.008730063734290638,0.007612241929251695
,,6000.0,0.3944971833365898,-0.014447882251360511,0.0156798642753202,-0.004822442464117671,9.5,0.12328271299816862,-0.009873411867182824,0.9784455742549554,-0.09517325810423927,-0.05301537856554006
,,12000.0,-0.16438377990913722,-0.00982153342711456,-0.25180506606503883,0.023641430525387364,8.25,-0.2054302416214142,0.00959848633991811,0.3111895403135705,0.0001808297002838799,0.005876806438273263
,,6750.0,0.23765036548580554,-0.010220355197851916,-0.03519673628856168,0.000809045503750383,9.25,0.0585572856567822,-0.006167976096982386,0.581855197199296,-0.05908442417329951,-0.041085093584271704
,,18500.0,-0.28612699221881144,-0.006311373908118867,-0.3123374478070673,0.02936951474902827,9.5,-0.27991158416863016,0.014814838744221959,-0.0627178427990529,0.019124868808368944,0.019206072075583336
,,8750.0,0.020792882293584114,-0.0072930033429585706,-0.13215526017951618,0.0113157843594891,8.25,-0.07028349146175827,0.0017970076437947569,0.34001863023375734,-0.022158614308132485,-0.0187537765469159
,,80000.0,-0.5492951078449408,0.01086409216321016,-0.36557006846574325,0.03600940706349576,9.0,-0.39181593300359197,0.021149963511334136,-0.511611952542367,0.0394633226676433,0.030908370014238074
,,18250.0,-0.35113609247081,-0.00286639198581895,-0.3031881510830061,0.02982570897714254,7.75,-0.3008519309167781,0.015405067566433672,0.0934886467577769,0.016016088286257002,0.015172066156587505
,,13000.0,-0.28074762938045694,-0.006891704957233458,-0.2591295164662384,0.02619275482730643,6.75,-0.2570118049702401,0.012830616943993789,0.5077679880486698,-0.00040264922910182577,0.000970493048619403
,,19750.0,-0.3649768720897555,-0.001857597055995086,-0.3117334850328959,0.030563556938155045,8.0,-0.3095036802248927,0.015908683711273852,0.01118361762211606,0.019150390508585247,0.0176731389010385
,,19500.0,-0.3828625764873479,-0.0009277163327467974,-0.30562801344532176,0.030340264917917636,7.25,-0.3126823545127877,0.016229501386398226,0.06026909349374421,0.017533589689136875,0.015157072261438032
,,7250.0,0.16364671294137167,-0.008305619931469721,-0.06039873187096845,0.003691214714123703,8.75,0.019733339370233693,-0.0036387591424329457,0.4354539007489393,-0.04164371039269099,-0.03585246815725185
,,12250.0,-0.18524682927541392,-0.009864058981882806,-0.2567433549281617,0.024406364280636694,8.0,-0.2180357845402483,0.0103623560030357,0.3585612313632396,0.000923305448033318,0.005849268877490488
,,7750.0,0.105636592189299,-0.0072670519817776835,-0.08517275220871312,0.0063102510143266954,9.0,-0.00973023566140796,-0.0019079738571079474,0.35518390869044225,-0.03394389124368047,-0.02975208063342194
,,14250.0,-0.270120873383334,-0.0076946222772349415,-0.27904176261299796,0.02726188679406505,7.75,-0.2621609870070074,0.013044647851245372,0.3241803989693679,0.006550284415823171,0.009023075958822346
,,5500.0,0.4955618619248625,-0.01783671107382645,0.06687271416719653,-0.010129660780449967,6.75,0.18257397448287094,-0.013666362895342843,0.9713905994683714,-0.08875845837577856,-0.06830805409937568
,,15000.0,-0.2777017741600929,-0.007218749558148829,-0.2863910470526605,0.027841031941783,8.0,-0.26814115228201985,0.013422344430367161,0.2522773617640226,0.0091165433547431,0.011322130639925376
,,11000.0,-0.11161369019521317,-0.009513129796360431,-0.22347606306150425,0.02044655167401288,8.5,-0.16581333357667916,0.007252544967656149,0.2934955512825397,-0.005037746479409577,0.0012739594743464977
,,9250.0,-0.012815510549380349,-0.007539624337475459,-0.1530986854970564,0.013375683664961002,8.5,-0.09077755010352462,0.0029170617896099316,0.30553544471222693,-0.017764968770137557,-0.01362236304495923
,,5750.0,0.4316790427831805,-0.01562478419877067,0.0434206465633693,-0.007528874393585738,7.0,0.1505995670563678,-0.0115933270916031,0.8514631159498691,-0.07774964491279235,-0.06229826452510423
,,50000.0,-0.5364867328931808,0.010034169304915963,-0.3590372813213776,0.035399112317008985,7.0,-0.3862716311311871,0.0208939025764181,-0.4497037091598983,0.036877474855337766,0.02937372683631878
,,15750.0,-0.2838346930096023,-0.0067488236023294235,-0.2928625748144853,0.028338309664547978,8.25,-0.27331672580453414,0.013768620696055223,0.18469185407552402,0.01144480020519012,0.013342426533910157
,,19250.0,-0.3111431612244928,-0.004732831755440259,-0.31585642524477464,0.030097134613136234,9.25,-0.2913772033003781,0.015172666696209092,-0.06336760036841582,0.020223712692420293,0.019691855236963818
,,10750.0,-0.11530856645362775,-0.009754522109055586,-0.22137769751364544,0.020572616723704584,8.0,-0.1694074629983504,0.007362477159070124,0.3819006530261646,-0.005682734319577776,-0.00035479928151005424
,,13750.0,-0.1967753621999222,-0.00885830500605067,-0.273065959425125,0.02534795097374598,9.0,-0.22539214679650854,0.011206708308876046,0.13097371818907533,0.006217517368007464,0.011560217599232203
,,24000.0,-0.39015868520240815,0.00015636726895706943,-0.33319447815442516,0.03230880816552428,9.0,-0.3260003868963608,0.01691152481467384,-0.19285699387460653,0.0267798991569137,0.023465259503574032
,,12250.0,-0.2675264621083926,-0.0072953119847483094,-0.24809364002603473,0.025376178971157515,6.5,-0.24787097131040525,0.012319876586090572,0.5936883319747679,-0.0043032429417309,-0.002652525986277965
,,18750.0,-0.31227795638796607,-0.00465723883841207,-0.31255417711204814,0.02994284988439233,9.0,-0.2911285887544821,0.01502484459704334,-0.02251485598030456,0.018938468173821832,0.01878518282240549
,,14500.0,-0.2770143128181317,-0.0073467166542258155,-0.28114216889759547,0.027491961995977476,7.75,-0.2654579539624109,0.013235343248986453,0.3083809963556021,0.00728973057772464,0.009499255960413677
,,9250.0,-0.015540508812392773,-0.007815629071231456,-0.1553309877808644,0.013640843380045453,8.25,-0.0943856892576207,0.003133946652987163,0.33530561906604106,-0.0175140783012111,-0.013329466707283188
,,38000.0,-0.5053314089037286,0.00808448472486134,-0.355922154037863,0.03497989063286866,8.25,-0.3743739032414126,0.01994587055067143,-0.40899500167262914,0.03503250601141161,0.0288240358695262
,,5500.0,0.5085446064714816,-0.018533399559075292,0.06359774731298273,-0.009900203548404818,8.0,0.1839088674842344,-0.013946357603771276,1.1274918333218054,-0.10509480019501893,-0.06608420623125255
,,14500.0,-0.26406173140188827,-0.007891696370379009,-0.2822575622541308,0.02737035238737917,8.0,-0.26159518487076383,0.013054620150036556,0.2805426462401641,0.007687249185238443,0.010432611601160602
