Teff,g_s-g,g_s-r_s,i_s-i,i_s-z_s,logg,r_s-i_s,r_s-r,u_s-g_s,u_s-u,z_s-z
14500.0,0.005368905458993822,-0.22488089667321987,0.007986239603965828,-0.2727210895863621,8.75,-0.2744575055357146,-0.023813973750556272,0.17835162272265848,0.007691496935926523,0.008476117138400241
35000.0,-0.01259740676712795,-0.4982986856629097,0.0088033705762669,-0.3384826449487406,6.5,-0.411226228455277,-0.030142398925704583,-0.31437431147716666,0.034065194749913985,-0.0014190548843586726
24000.0,-0.00620196123072958,-0.4081794631497502,0.008577102216705157,-0.31741608951077893,8.0,-0.36911611692212176,-0.02855854377692424,-0.10114566552360316,0.026466199858525385,0.0021549380650540684
24000.0,-0.004187201590212908,-0.39538748112236277,0.008585354059718497,-0.31987826774078343,8.5,-0.36617298648440766,-0.029085732899389427,-0.12313715578328299,0.029490382550520167,0.0015450258289817498
7000.0,0.009487176055088753,0.18476015942626134,0.005813914930101305,-0.05308514351791871,9.5,0.036050069778283955,0.010547849836399337,0.42929576675791736,-0.06269802357283538,0.042010218505396324
19750.0,-0.006797844142880649,-0.38064774406800694,0.008396880977137755,-0.29542567094425465,7.25,-0.3469917194385417,-0.02613140531965996,0.06583679499088646,0.005711797429249543,0.006482401369751756
28000.0,-0.010609315622950533,-0.46177000372099286,0.008699721247140246,-0.32636027092001996,7.0,-0.39234856869545354,-0.029243824425293496,-0.18022248837949206,0.02604807495094974,0.0009618724390918487
20000.0,0.0009187901388543196,-0.3290430028324991,0.008427967013957982,-0.30779922511829483,9.0,-0.33568381755127064,-0.02836987265941815,-0.03181659646303103,0.024819152720830573,0.0033863472311921328
27000.0,-0.004892408260005254,-0.42016430207804945,0.008695152492833813,-0.33065418444091677,8.75,-0.38031743305589316,-0.030321608324413774,-0.20994520918683435,0.03509620806000413,-0.0002740605301241317
36000.0,-0.010530234582319054,-0.48668810302392274,0.008818459548081137,-0.34217888493970605,8.0,-0.40934556759527396,-0.030698279979148424,-0.3401768406456327,0.040105118484788704,-0.0022810822920504847
8500.0,0.005247878797753458,0.03128196404774286,0.006342042181309182,-0.12049825942658998,8.0,-0.07190272264907094,-0.00023652497370107994,0.32901926139143,-0.033911363392547855,0.030789890237009843
6500.0,0.012003039197601595,0.2670183958072343,0.005661581662096182,-0.02418605985191391,9.25,0.07810537916407867,0.015646007295330833,0.5698566562361194,-0.08511084333402863,0.04725505114226536
13750.0,0.0032488347565333697,-0.24323054243266995,0.008036266381076018,-0.2656534628786247,8.0,-0.2803403400710067,-0.023139242297538942,0.3255648271869447,-0.004071176717530989,0.011034216762652704
80000.0,-0.012472684301208403,-0.5293071725618645,0.008947174035085936,-0.35297292539451774,9.25,-0.4283203629209211,-0.0320112408995783,-0.45896992348387045,0.04691462281579817,-0.00394751859391107
12500.0,0.005528892432586474,-0.1771427868544322,0.007726035671403508,-0.25215165739899703,8.5,-0.2402049239261146,-0.019850436838765972,0.25873109657727866,-0.0017061392047210688,0.011390918855468612
14750.0,-0.004954319039875088,-0.3217370912728228,0.008161387981814983,-0.2621613187442051,6.75,-0.3081849937317145,-0.022909348010536235,0.3391820342706424,-0.03776427836497476,0.013521041368100839
16250.0,-0.004357217144104197,-0.3329544346011559,0.008242250403611706,-0.277633479505937,7.25,-0.32001839590894576,-0.02432233209734136,0.23469785649193398,-0.00975508200317421,0.010078521886967451
20000.0,-0.0027647543555957554,-0.3555000117440841,0.008423917942955939,-0.30361150025893124,8.25,-0.3431201299895221,-0.027269765750027375,0.01658013551009674,0.019818518770975402,0.004441377333556318
15000.0,-0.0060532821085672595,-0.33282879627535067,0.00817164940440307,-0.2604502224744749,6.5,-0.31211266050357267,-0.022885978724872302,0.32229011558217024,-0.04758147961491943,0.013825567862561172
16250.0,-0.006973641152995924,-0.35225429524921736,0.008228165949802246,-0.2690811301410605,6.5,-0.32345477849262494,-0.02369585359608095,0.24323028415492587,-0.0363493463228437,0.01196043696355531
16500.0,0.0057447222380773155,-0.24353946342188948,0.008108481820102043,-0.2886655875443722,9.5,-0.2878137804633738,-0.026505087798902593,0.020216210062592666,0.01800057488091511,0.005510110134402169
16500.0,0.002138961973066955,-0.288381735051054,0.00825453339252391,-0.2890939016648417,8.5,-0.3107359345961598,-0.026073695298848065,0.14659703845495642,0.013092002308397355,0.006796833567534577
6250.0,0.012877241553574947,0.3071397011657453,0.00572984574255031,-0.002870647246290048,7.75,0.09947849053861546,0.018858125746319843,0.5749957031994839,-0.07927879182797426,0.05252486259806943
6000.0,0.015513122814745373,0.3688024935103016,0.005522680118843937,0.009862503360167807,9.25,0.12786091753434903,0.021636898981441277,0.7913193058523689,-0.12278558142470075,0.05357585983492896
18500.0,-0.00019332091220292114,-0.32480664726214314,0.00836056011837627,-0.29888847964222975,8.5,-0.32946881153191754,-0.026984152806697637,0.05967892549318066,0.018411012336848387,0.005136210668602814
9750.0,0.004312149848075819,-0.06866171068658389,0.006921557603718043,-0.18051889166603274,7.75,-0.1490135130447925,-0.008794529341798807,0.392375722486932,-0.029978266254104824,0.021862351494895904
5500.0,0.018657322844461532,0.47230121341194575,0.005644154263379164,0.05753135750025251,7.0,0.19244619737030177,0.029744737676487887,0.8402001764436449,-0.12148035560900183,0.06454177520070203
5750.0,0.017442532228038488,0.4237130207640192,0.00550252542456775,0.031016417112809336,8.75,0.15844170863829987,0.025330478124253375,0.8757612059022861,-0.13563516528154196,0.05792143307155584
26000.0,-0.010003280631323719,-0.4460020439345769,0.008630453976543606,-0.31931371209307713,7.0,-0.38296632911669803,-0.028556172781456723,-0.1285509256945545,0.021277976391758102,0.0022136550415225997
34000.0,-0.009554369950976138,-0.4765346468678544,0.008803884682556884,-0.34108387801164497,8.25,-0.4052055173404199,-0.030700387493020287,-0.3247653683234404,0.03966927027490641,-0.0021185335105329273
18750.0,-0.005270112307812269,-0.3619925265094466,0.008360022859093874,-0.2928315919332718,7.5,-0.3389120272959403,-0.025876932392932872,0.10099677886172032,0.00665362891290755,0.006870984861357954
23000.0,-0.009994567939841659,-0.42678794490417005,0.008505713549538996,-0.3042200032298368,6.5,-0.36801856901686136,-0.02705370438215482,-0.039693386603502745,0.0035334892566325493,0.0050308404894678915
15750.0,-0.0026566671234888872,-0.31578162322793446,0.00821890814247439,-0.27733147166752303,7.5,-0.3134429009908857,-0.02428486686035569,0.2545211340443103,-0.005406918990331633,0.009958482494134557
12000.0,-0.0020802352749456077,-0.2614067882423612,0.007962013340637952,-0.23342189075289355,6.5,-0.27122571207858925,-0.02007879251717526,0.5587458281726612,-0.07484905592440327,0.019167922536894366
11250.0,0.003347339790629178,-0.17135867056747855,0.007665247537978814,-0.23261480121010436,7.5,-0.22978245709889222,-0.017316331423238296,0.46144874488596344,-0.02912623746999543,0.016395545149947566
30000.0,-0.006011050186735645,-0.44206671884953863,0.008764138854502335,-0.33817868439459176,9.0,-0.39094725540567055,-0.031014722122506555,-0.2865629449898037,0.03887763029655389,-0.0016324255094559703
5000.0,0.025309468864556095,0.6287326935350492,0.005664932643931309,0.1076207056828764,7.5,0.2722366270939318,0.03927808490997364,1.269982976729267,-0.19871161110788194,0.07455183897562989
15500.0,0.00465797808075763,-0.2519927674649409,0.00813322765370117,-0.2820159980129091,8.75,-0.2923401509113077,-0.025405708240029412,0.15482050402888348,0.011429089554525262,0.007432791540608719
9000.0,0.005641947607500697,-0.002407740301435979,0.0064033443332789375,-0.13611968509888328,9.25,-0.0853183291135835,-0.0029969269287448697,0.21357429286965868,-0.022746488312805013,0.027541250940721795
25000.0,-0.0075546933358836554,-0.4235104678421848,0.008609692013578751,-0.31969719735115376,7.75,-0.37552626196922745,-0.02870135098376636,-0.11974726673083325,0.0265637546748394,0.0018666019867410455
28000.0,-0.005488450431606395,-0.42980679317580694,0.008721174052375602,-0.3333704955555845,8.75,-0.3850452979894783,-0.03054634154548097,-0.23369777374284695,0.036331909755041636,-0.00074091601167936
6000.0,0.014390361238341143,0.3542401335318246,0.005725426806712619,0.0160291283973919,7.25,0.12623324007250858,0.022069572722990927,0.6407467197969936,-0.08827804375270176,0.056563945097337864
9500.0,0.0056545514868204805,-0.030944303222923963,0.006555591319724385,-0.1553973357195204,9.25,-0.1081373926878868,-0.005717031798859296,0.20045085354619374,-0.01769500676576996,0.024232973289514348
11000.0,-1.1296259586401902e-05,-0.21663295324832887,0.00778242440227217,-0.21833829531593096,6.5,-0.2447029985795055,-0.01781659781894973,0.6219491299342153,-0.08352963495175914,0.021390024923618967
11750.0,-0.0002567793870369428,-0.23997779876449243,0.00790417068570548,-0.23327936619018885,6.75,-0.2619795840107102,-0.019691393671671165,0.5648861067911,-0.061704960364991734,0.018779159766900477
15250.0,-0.005426544465755967,-0.33060220336008683,0.008185866317447221,-0.26575010291143997,6.75,-0.3131662341655854,-0.023246906574151183,0.3053163932688534,-0.0336447780201965,0.01277548410858742
17750.0,-0.0021392803268867056,-0.3317813153038358,0.008320866677394179,-0.29210214872587414,8.0,-0.3278546474691453,-0.02595695340686177,0.12403419235118207,0.011233116295073842,0.006686104179472352
70000.0,-0.013365574522936186,-0.5312172132035684,0.008923325181491748,-0.3504576769777259,7.5,-0.4286892117491732,-0.031485430280362436,-0.43973937950988073,0.04544687830815519,-0.003563988339969626
20000.0,0.002050216221249457,-0.3196538175889785,0.008426955043468354,-0.30908762011140567,9.25,-0.33232679668897447,-0.02881210486763308,-0.05076589547457644,0.026026566894778114,0.0030955284363614055
11750.0,0.002241605535594715,-0.20970127186198795,0.007828896612245728,-0.23816353231678988,7.25,-0.2509979356764873,-0.01930544419656144,0.5050653148326845,-0.0368413778931469,0.01670249206705421
23000.0,-0.0036050049867171197,-0.3843131471157406,0.008546331394043705,-0.3163838637279639,8.5,-0.360381112432151,-0.02872906584884305,-0.0951092122257009,0.027734891531203232,0.0021327887460884654
21000.0,-0.009294832255655194,-0.4080400788518119,0.008427411295059528,-0.2952437957084655,6.5,-0.35672999599792377,-0.02618091977446113,0.02640675562819439,-0.0054093254877827235,0.006689879423277034
12250.0,0.0015342399566833365,-0.23294450421143154,0.007922057858358755,-0.24489092368929732,7.25,-0.2647209756811151,-0.02063325176505515,0.4901078277383988,-0.03358391430035823,0.01586124091977581
12000.0,0.0006124324490173194,-0.2370014752496985,0.007915359345567197,-0.23945121005321823,7.0,-0.26363989853530256,-0.020178230164653144,0.5295331329093926,-0.046478564528285915,0.017307707266731143
15750.0,-0.0013034124690420867,-0.30621656312188605,0.008219468891596193,-0.2796228102404683,7.75,-0.3113298921814618,-0.02458584286191723,0.24146630211460263,0.0002513940413351179,0.009256358662192099
10250.0,0.0025929014460288613,-0.13576391460167514,0.007429860195415472,-0.20690371638865912,7.0,-0.20042497125486136,-0.013582462309031484,0.5386723865088285,-0.05687726294627282,0.02089650065592963
11000.0,0.004096502868058849,-0.14521570812394913,0.007493581724709486,-0.22529688052446062,7.75,-0.21209102777957156,-0.015709370236038467,0.41430485081333757,-0.02274283426360313,0.016336393914407665
27000.0,-0.006681066622704179,-0.4314084648004197,0.008689606810314388,-0.3287155760514011,8.25,-0.3834961185156729,-0.029821127409007886,-0.18912791833985665,0.03304958651284551,0.0001643730701132995
11000.0,0.0019771284613199214,-0.1848142775794841,0.007709837841630929,-0.225128915681033,7.0,-0.23356650015870173,-0.01712748837348954,0.5510025256965605,-0.053274664390357884,0.019050492522346474
14000.0,-0.0029611455336606696,-0.2981532987257438,0.008117544011021494,-0.25986935030650926,7.0,-0.297833314592161,-0.022576131287799228,0.38805809421914006,-0.032003098822094955,0.013854857998929049
35000.0,-0.009287707140686052,-0.47712897936583687,0.008812152080523106,-0.3422358451667975,8.5,-0.4058053787043079,-0.03088015184519577,-0.3404811488752415,0.040639721089867464,-0.0023511197231442793
45000.0,-0.010946208246132016,-0.501494200997989,0.008866110289261542,-0.34651816340522856,8.5,-0.4164372188517902,-0.031236218038756647,-0.39618034171534333,0.04335970046884796,-0.003019384942760439
9500.0,0.0022240712445338318,-0.100210539577823,0.007201520518222537,-0.18019171850464488,6.5,-0.17146119468109333,-0.010040183312398199,0.5901727506809777,-0.08951585762350334,0.02534802429141081
18500.0,-0.007630743113246297,-0.37671900924365076,0.008331481946875385,-0.28491056616800137,6.75,-0.34006137756428956,-0.025135287722157784,0.12686595482149698,-0.012127389441609182,0.008695177102282514
12000.0,0.007161556897429477,-0.1320598794272243,0.007361647261070914,-0.2347113387664308,9.5,-0.1994097983407528,-0.017262611688607876,0.13261778089687937,0.001292595936021712,0.012206979391258699
14000.0,0.005010620930995913,-0.22237346216611797,0.007969290821584707,-0.2682603653791702,8.5,-0.2717300657913597,-0.023151765757795317,0.23336153294776807,0.0036911710881994964,0.009538593978305698
