Teff,g_s-g_s,g_s-r_s,i_s-i_s,i_s-z_s,logg,r_s-i_s,r_s-r_s,u_s-g_s,u_s-u_s,z_s-z_s
9750.0,0.00021264049878055857,-0.06866171068658389,0.0008842808935227708,-0.18051889166603274,7.75,-0.1490135130447925,-0.007123443484452707,0.392375722486932,-0.022735337903611708,0.021632495065489366
5500.0,-0.010002755729864532,0.47230121341194575,-0.0008147061513312792,0.05753135750025251,7.0,0.19244619737030177,0.011881087376799826,0.8402001764436449,-0.0886334385150036,0.06563614789701688
5750.0,-0.010032982739097918,0.4237130207640192,-0.0006583730053577597,0.031016417112809336,8.75,0.15844170863829987,0.00998750756595257,0.8757612059022861,-0.09870362609266436,0.05887936037191821
26000.0,0.007080858040794169,-0.4460020439345769,0.0020834558663906932,-0.31931371209307713,7.0,-0.38296632911669803,-0.01806507478399766,-0.1285509256945545,0.0154787617256531,0.0010781227805409799
34000.0,0.008064694510736103,-0.4765346468678544,0.002220293597588352,-0.34108387801164497,8.25,-0.4052055173404199,-0.01922792081533231,-0.3247653683234404,0.029536856450327775,-0.003389887768676658
18750.0,0.005351056939865373,-0.3619925265094466,0.001873537243554324,-0.2928315919332718,7.5,-0.3389120272959403,-0.01654006411853004,0.10099677886172032,0.004440987280794673,0.005904875923782527
23000.0,0.0067236262698529,-0.42678794490417005,0.0019967525125395014,-0.3042200032298368,6.5,-0.36801856901686136,-0.01725628795325207,-0.039693386603502745,0.0020678808536302995,0.003982584817826762
15750.0,0.004490187621520647,-0.31578162322793446,0.0017531896043436745,-0.27733147166752303,7.5,-0.3134429009908857,-0.01564960313986319,0.2545211340443103,-0.004682824558607024,0.009087711118610287
12000.0,0.0036035358497414904,-0.2614067882423612,0.0015334256753263276,-0.23342189075289355,6.5,-0.27122571207858925,-0.013407460689904838,0.5587458281726612,-0.05651088075744326,0.01850807613458727
11250.0,0.0020644214864518062,-0.17135867056747855,0.0013465742058187402,-0.23261480121010436,7.5,-0.22978245709889222,-0.011757291496373057,0.46144874488596344,-0.022367968103708336,0.015813543368892624
30000.0,0.008050808727837477,-0.44206671884953863,0.002193213996378063,-0.33817868439459176,9.0,-0.39094725540567055,-0.019341612087856674,-0.2865629449898037,0.028964342876911076,-0.0028822042579648155
5000.0,-0.013738071750275083,0.6287326935350492,-0.0011396909229404173,0.1076207056828764,7.5,0.2722366270939318,0.01619048359435027,1.269982976729267,-0.14329689192494754,0.07588203856779074
15500.0,0.004219308115139597,-0.2519927674649409,0.0017303356382498691,-0.2820159980129091,8.75,-0.2923401509113077,-0.01621607330095287,0.15482050402888348,0.008284695414495502,0.006564773701896343
9000.0,-0.0005047153336974475,-0.002407740301435979,0.0005479066372018337,-0.13611968509888328,9.25,-0.0853183291135835,-0.004079343902112953,0.21357429286965868,-0.016913147467363387,0.02759032851568577
25000.0,0.006668466988195121,-0.4235104678421848,0.0020663496861601516,-0.31969719735115376,7.75,-0.37552626196922745,-0.018102863926685586,-0.11974726673083325,0.01954476131049887,0.000735785504815567
28000.0,0.007513757315905423,-0.42980679317580694,0.002157422105867113,-0.3333704955555845,8.75,-0.3850452979894783,-0.019080236552568408,-0.23369777374284695,0.027021801601328832,-0.001958428652685029
6000.0,-0.007837414164328038,0.3542401335318246,-0.0005245777084894598,0.0160291283973919,7.25,0.12623324007250858,0.008268673372477053,0.6407467197969936,-0.06474328237659677,0.057451482579395474
9500.0,0.0001810597114513257,-0.030944303222923963,0.0006842413978844775,-0.1553973357195204,9.25,-0.1081373926878868,-0.005477675866607967,0.20045085354619374,-0.013207080003901694,0.02416723530876652
11000.0,0.0027613589910799874,-0.21663295324832887,0.0013967551832720915,-0.21833829531593096,6.5,-0.2447029985795055,-0.01216581961762131,0.6219491299342153,-0.06281835438164052,0.02082505552938585
11750.0,0.0031571053270269545,-0.23997779876449243,0.0014882862827221288,-0.23327936619018885,6.75,-0.2619795840107102,-0.013174041323537722,0.5648861067911,-0.04675824084620217,0.018139957747827395
15250.0,0.004831823890178555,-0.33060220336008683,0.0017270883558069272,-0.26575010291143997,6.75,-0.3131662341655854,-0.015131336963492004,0.3053163932688534,-0.025936839477815,0.011941777361990091
17750.0,0.00489055227409807,-0.3317813153038358,0.0018444553015157794,-0.29210214872587414,8.0,-0.3278546474691453,-0.01654944539441061,0.12403419235118207,0.007970988158227499,0.005738284509973823
70000.0,0.008953830343166658,-0.5312172132035684,0.0023050059722322658,-0.3504576769777259,7.5,-0.4286892117491732,-0.019759127524103803,-0.43973937950988073,0.033917010697003036,-0.004898406741666861
20000.0,0.005973803324557991,-0.3196538175889785,0.001951713294857882,-0.30908762011140567,9.25,-0.33232679668897447,-0.018094534840514598,-0.05076589547457644,0.019296521992629323,0.00205055937600207
11750.0,0.0026546189517802077,-0.20970127186198795,0.0014446802018923677,-0.23816353231678988,7.25,-0.2509979356764873,-0.012904660175443894,0.5050653148326845,-0.028196407814391478,0.016066080598967858
23000.0,0.006255137155690704,-0.3843131471157406,0.002027162593400078,-0.3163838637279639,8.5,-0.360381112432151,-0.018072558473186007,-0.0951092122257009,0.02050697981705696,0.0010312863594208466
21000.0,0.006348314066933369,-0.4080400788518119,0.0019382396711193906,-0.2952437957084655,6.5,-0.35672999599792377,-0.01677191940817835,0.02640675562819439,-0.0046677888314548,0.0056939595430449685
12250.0,0.0030307862871197244,-0.23294450421143154,0.0015133254943933139,-0.24489092368929732,7.25,-0.2647209756811151,-0.013647828224655711,0.4901078277383988,-0.02578237931794547,0.01518148779127415
12000.0,0.0030846579434822274,-0.2370014752496985,0.0014992785298559852,-0.23945121005321823,7.0,-0.26363989853530256,-0.013419564743948342,0.5295331329093926,-0.03543487213811858,0.01664585129151419
15750.0,0.004358196993777597,-0.30621656312188605,0.0017563775643054669,-0.2796228102404683,7.75,-0.3113298921814618,-0.015798758246617695,0.24146630211460263,-0.00036808250533226783,0.00838126368353187
10250.0,0.00132139440578527,-0.13576391460167514,0.0011715852936191595,-0.20690371638865912,7.0,-0.20042497125486136,-0.009753431859792272,0.5386723865088285,-0.04302452624055064,0.020455278720206138
11000.0,0.0016784698462686265,-0.14521570812394913,0.0012593782749164006,-0.22529688052446062,7.75,-0.21209102777957156,-0.010847818699105005,0.41430485081333757,-0.017496858806254068,0.015815586892635736
27000.0,0.007087301873447416,-0.4314084648004197,0.0021281294495523184,-0.3287155760514011,8.25,-0.3834961185156729,-0.01869978557001417,-0.18912791833985665,0.024500564345977693,-0.0010236178445310884
11000.0,0.00220084884923466,-0.1848142775794841,0.0013518855515641803,-0.225128915681033,7.0,-0.23356650015870173,-0.011710377019944929,0.5510025256965605,-0.04043991001633884,0.018483229835844384
14000.0,0.004192999914288009,-0.2981532987257438,0.0016615695717732137,-0.25986935030650926,7.0,-0.297833314592161,-0.014740108474953217,0.38805809421914006,-0.024717797957357845,0.013064989873051047
35000.0,0.008232886642808523,-0.47712897936583687,0.0022281733677047555,-0.3422358451667975,8.5,-0.4058053787043079,-0.01932383301044638,-0.3404811488752415,0.03028449248773768,-0.0036294043458013903
45000.0,0.00868217806395677,-0.501494200997989,0.0022676033348929536,-0.34651816340522856,8.5,-0.4164372188517902,-0.01956299549645024,-0.39618034171534333,0.03235096627705758,-0.004326358139643105
9500.0,0.0006385832557853632,-0.100210539577823,0.0010029191365319434,-0.18019171850464488,6.5,-0.17146119468109333,-0.007893100111431295,0.5901727506809777,-0.06693939482177313,0.025048668373777616
18500.0,0.005694058620193232,-0.37671900924365076,0.0018558406557076523,-0.28491056616800137,6.75,-0.34006137756428956,-0.016177929210591913,0.12686595482149698,-0.009752281909420901,0.0077593269983395885
12000.0,0.0029960078174013915,-0.1320598794272243,0.0012716735970030868,-0.2347113387664308,9.5,-0.1994097983407528,-0.011643290721323751,0.13261778089687937,0.0008354287278535821,0.01164755447767618
14000.0,0.0035032852454079944,-0.22237346216611797,0.001609728777779651,-0.2682603653791702,8.5,-0.2717300657913597,-0.014959189276666507,0.23336153294776807,0.0024487393245209432,0.00875522357948455
29000.0,0.007426123405615215,-0.45300191082556296,0.002165128638196734,-0.3333647449611803,8.0,-0.39333373211097467,-0.01887655855259851,-0.22955218759668838,0.02572617556025847,-0.0018103674891634114
12750.0,0.0028870792339645845,-0.2075447509602384,0.001512660817887479,-0.2546117257586076,8.0,-0.2582387349330446,-0.01382556903585197,0.3522694138668996,-0.00685234037046456,0.011650818376075733
18500.0,0.0051000553551290295,-0.34314724503847316,0.0018723473135580093,-0.29553089164494395,8.0,-0.3339150144693477,-0.01674709814089681,0.09036378467636297,0.009618789172513686,0.005080863777969569
18000.0,0.00528905343196584,-0.35887304709353174,0.0018431115924570918,-0.2869869908000098,7.25,-0.3346076990318707,-0.01622337959325648,0.14284009261449881,-0.001800265024847647,0.007211507213291668
17500.0,0.004902464383405913,-0.3366103429168845,0.0018305267482858767,-0.28893421446235834,7.75,-0.3276092701438884,-0.01632492662341889,0.14899660230761924,0.004499231132832904,0.006539035411371685
17750.0,0.005088024932696555,-0.34829885900732194,0.0018356480571455336,-0.28803521470967297,7.5,-0.331308512467146,-0.016263802899857183,0.14730531909700773,0.0016115416068558375,0.0068870364847555265
8750.0,-0.0011675354892730638,-0.003814994866722543,0.0005813596261035059,-0.1375559261526007,7.25,-0.0986610520137674,-0.004055062275185151,0.4210478577415131,-0.03491481114669881,0.02885508726856756
6250.0,-0.00803368402402782,0.31590304247048806,-0.0003919195398580655,-0.008823114230587237,9.5,0.1010913434067433,0.006673528455046096,0.6959775621576014,-0.07863310427352843,0.05070630271458043
22000.0,0.00628046892554579,-0.3569656907437988,0.0020120060664794437,-0.3152561474686024,9.0,-0.3497334077066725,-0.01823858836311132,-0.09454389249431472,0.021118262326751847,0.0010812366667209972
29000.0,0.007423151459079236,-0.4573881650331231,0.0021614132942815445,-0.33247881354467523,7.75,-0.39431194825245797,-0.018797371970130428,-0.22205283391617314,0.02479015061271639,-0.0015850397555539075
18000.0,0.0050374271518265346,-0.30626062400617116,0.001870579171182385,-0.2981028879643688,8.75,-0.3222143258825909,-0.01720153963174198,0.061219890647770114,0.01402989183837633,0.004132215768827052
16500.0,0.0047283508623579,-0.328981611158774,0.0017858828835528584,-0.281576294172325,7.5,-0.3206491720594613,-0.015891883492955117,0.21192234660829712,-0.002189907294862792,0.008219850727797962
8250.0,-0.0020890276384690765,0.04326258896074364,0.00039321105354162,-0.11210163606262569,7.25,-0.06475098353065079,-0.002127089592661946,0.4008007578798356,-0.03523792441694695,0.03300965916256615
9000.0,-0.0009075615760636424,-0.0023496126248119253,0.0005813038110034086,-0.14000062453110473,8.5,-0.09399643963487847,-0.004160217130383614,0.27883268125020066,-0.01910812469424883,0.027178141024613467
34000.0,0.007987988833328075,-0.4859991156864538,0.0022146937634488495,-0.33965487489937374,7.5,-0.4077925328042724,-0.01907813298278427,-0.31082434210475185,0.02796356822274504,-0.003024070648883992
18250.0,0.005759182101769511,-0.27851192421172755,0.0018800020781526428,-0.3016097238688502,9.5,-0.31159577074515,-0.01792238305151983,-0.018498641070493704,0.0171970072573302,0.0030690460970106415
17750.0,0.005600053412926798,-0.26849898878936074,0.001851731651697719,-0.2982816196702487,9.5,-0.3054609385205893,-0.017674193361131074,-0.005719596730664023,0.01613251565140672,0.003500852301840496
80000.0,0.009091666178029811,-0.5356504437193621,0.002321501099565637,-0.35239896967920714,7.75,-0.4313563046156119,-0.019891546434223528,-0.4516673535518123,0.03461208869620691,-0.005189843267402239
13750.0,0.00449334595487727,-0.3091320729832532,0.001655848103190749,-0.2508753358227125,6.5,-0.2983772931487252,-0.014437442881813922,0.41384229820298657,-0.04489924732586559,0.015130047428726812
13250.0,0.003290703728957567,-0.24124021282840147,0.0015932056011749296,-0.25973558238069927,7.75,-0.27612074281925203,-0.0145843746844605,0.38162959335021185,-0.009398238476983067,0.01172489365407614
11750.0,0.0024626994147425307,-0.19464716882698951,0.0014253028243373933,-0.24033996129211488,7.5,-0.24501839579248497,-0.012685856430941556,0.4603662797904633,-0.020680725388096732,0.01495957217976951
24000.0,0.0073196068304071105,-0.36747902552702527,0.0020751339337650165,-0.32435475347294584,9.5,-0.3565118733067294,-0.019021176274328866,-0.17948179226969074,0.024899179668040006,-0.0005396799731158808
16750.0,0.005105814574925205,-0.3479047374065445,0.0017920966257491955,-0.2778117697841722,7.0,-0.32569306003567533,-0.015743926233476202,0.21225334710419475,-0.011661775815767328,0.009237795564033036
10500.0,0.0014377285622373392,-0.13987834971275248,0.0012037310350550001,-0.21398082195094048,7.25,-0.20501431753795174,-0.010143184596572041,0.5000775235498551,-0.032892597862520745,0.018810215549429188
11500.0,0.002589871460578763,-0.1160339802565531,0.0011588038292913438,-0.22159773641786984,9.5,-0.1831930753471127,-0.010647752672966249,0.14538849163255918,-0.0012002556819794563,0.013402573391935846
21000.0,0.005799318751229521,-0.38257121580354436,0.0019515161564527261,-0.3045123297754415,7.75,-0.3527643557967792,-0.017222894424605784,0.002988339485860081,0.012554931215298382,0.003506291280586993
9000.0,-0.0005883440203788837,-0.03389817347802904,0.0007107894796760661,-0.15247187490599856,7.0,-0.12134506327083017,-0.005264503009520638,0.47311939056877605,-0.04233970756687455,0.02715045618968759
7500.0,-0.0036271037431916398,0.12276011622761018,0.00011521863631003271,-0.07350144666713021,7.25,-0.011182837003559598,0.0008117505247682288,0.40474021265751503,-0.03786066731741755,0.04007173057667757
11750.0,0.0028934139527549974,-0.2257269017722976,0.00146747362947508,-0.23583786350212677,7.0,-0.256954749043075,-0.013088955805372393,0.5410070857521916,-0.03683123343066086,0.01714047421994991
38000.0,0.008264859834646643,-0.4922508397295573,0.0022414610838055182,-0.34334513630942354,8.0,-0.4118808932810225,-0.019314569643476887,-0.3557566198623192,0.030466511620488745,-0.0037690624275299456
70000.0,0.009201865487611371,-0.5250463696797425,0.0023094110597341455,-0.35130710523585407,8.75,-0.42668209498726384,-0.019877839241118522,-0.44606553642463354,0.03447787401719893,-0.005052561871856653
5000.0,-0.013203079806359597,0.6223826947965705,-0.0011421169496443895,0.10852284604582962,7.0,0.27283183613162976,0.016201362212321158,1.2061549991432727,-0.13548121130352087,0.07628789311452522
17250.0,0.004967189430487906,-0.28049697155743303,0.0018368001241597653,-0.2950583882228486,9.0,-0.31077908300231627,-0.01721838275238241,0.06695452206400176,0.013689430610249076,0.004452227734589087
13750.0,0.003468518289913902,-0.20527375781411905,0.0015668464253622005,-0.2657839060442839,8.75,-0.26057725763104855,-0.01451935676725924,0.191549709866905,0.003629941448139107,0.008467526793793922
12250.0,0.003262080201665185,-0.24699400791435266,0.0015298657287630135,-0.24276432594781738,7.0,-0.2695078559488877,-0.013681051472389072,0.5147406139431752,-0.03403612781958998,0.016140896931219118
8000.0,-0.002489972543685326,0.0645644544409052,0.00031595229455660956,-0.10038143318471526,7.0,-0.05040127041742437,-0.0012746338463713869,0.41974137717335225,-0.03993245483413688,0.03536223937094718
5250.0,-0.013256551419530638,0.5655006560102365,-0.0009659004633704171,0.07790685245642237,8.75,0.22778149295658068,0.013875737809520672,1.2021972221596187,-0.13528113141250486,0.06864929346170356
17750.0,0.0055151594663058745,-0.36741008761759275,0.0018300395297501382,-0.2808190085304503,6.75,-0.33460922273408755,-0.015956946795817828,0.16253443704484738,-0.013117422375877652,0.00861543549628152
19250.0,0.005300396439032795,-0.35365220844016676,0.0018985825194164363,-0.29884868060624825,8.0,-0.3395619082218104,-0.016937541121059496,0.0588599898696458,0.011190802877237616,0.0044465483836759745
17750.0,0.005653578798863634,-0.3722656799094963,0.0018316383785688117,-0.2782667870211881,6.5,-0.33537561029160656,-0.015879996216774828,0.16279570253417575,-0.019277419382760286,0.00912808258448905
13250.0,0.0038498377795121996,-0.27929650694748887,0.0016145523859663058,-0.25348307720334873,7.0,-0.28752324780330696,-0.014377103538663505,0.44349291298612314,-0.028656602892780825,0.014292277533627384
8500.0,-0.001743245041858188,0.03307833959041773,0.00043799437398917007,-0.11935609133180236,8.25,-0.06932685163711483,-0.0026242882683860103,0.30664414816759233,-0.023834564183793816,0.03101924158930558
11250.0,0.002716567324561936,-0.2152765887600907,0.0014124256719938444,-0.2255952216136663,6.75,-0.24747392205071606,-0.012437819491331936,0.5871303350985926,-0.04969738364724918,0.019208798690300455
8500.0,-0.0013664229932999206,0.0064044868352510775,0.0005330096551432462,-0.12824740182158934,6.75,-0.09091813706036334,-0.003524131053779911,0.4738198359903336,-0.048249945620739254,0.03110656475613638
16000.0,0.005056135487294,-0.342864421601746,0.0017610576397899536,-0.2705336626742536,6.75,-0.32026151822633153,-0.015396606888486986,0.2581196106574666,-0.021860133978393037,0.010861965066879975
6000.0,-0.009411366266640186,0.3722823153246395,-0.0005194022006307364,0.009245462978974217,9.5,0.1269801771568666,0.0082290313611324,0.8146375770331176,-0.09249398763559924,0.054107935197137635
12000.0,0.002375723618698089,-0.16894444787330798,0.001406556955210192,-0.24477529653398733,8.25,-0.23336337094625748,-0.01248362818416382,0.31317212791687865,-0.005644051905392189,0.012141411511272793
6750.0,-0.005507965841914597,0.22400668843300053,-0.00016950128476622695,-0.03874285681769862,9.25,0.05583309745083653,0.004083332110020876,0.4863728192292811,-0.05212627483648191,0.0452707583323928
18500.0,0.005835774502855884,-0.28340279545885494,0.0018898885404752264,-0.30314629911486435,9.5,-0.31437078362335313,-0.01801463490944144,-0.025438357494735442,0.017679017090685534,0.002862182521717216
8750.0,-0.0013541627497204445,0.013795899058159478,0.0005188370225255312,-0.13057755781483849,8.25,-0.08376829570102728,-0.0034471905010491355,0.3044745450470856,-0.022032636971218267,0.029010695564252842
80000.0,0.00939149006741502,-0.530196705429617,0.0023231586576883956,-0.35287091117136526,9.0,-0.42899131890947473,-0.019992783696032745,-0.4574031550527877,0.03500105705256118,-0.005274961587431903
18250.0,0.005110435898764365,-0.34776527916704225,0.0018581150601946206,-0.29249851420625106,7.75,-0.3336625243449376,-0.01653183695725602,0.11365355466626426,0.0063928635351757634,0.005822121003994596
13000.0,0.003947259744975895,-0.2823784517127379,0.0016030176893195858,-0.2479203892289803,6.75,-0.28612120036684274,-0.014144239823970395,0.47107690843005656,-0.039232875601769024,0.015616152230748526
19750.0,0.005429122745084669,-0.3602539448629969,0.0019161204952666822,-0.3009725321969867,8.0,-0.34313475919598346,-0.01706008524894287,0.03894434074781117,0.012181858306199445,0.004045585696474063
19500.0,0.005658508056299638,-0.37772684542661494,0.0018957395340564176,-0.29427427240912607,7.25,-0.34532329830194186,-0.016634440723578336,0.07605330707350788,0.002981415614179639,0.005725191154340337
7250.0,-0.0039255265849007515,0.15319559515362613,1.9325935625147395e-05,-0.06236626604493978,8.75,0.014242769991859916,0.0018587304138080185,0.3692348637678151,-0.03680647310480367,0.04153054298097203
12250.0,0.0025863754353068202,-0.1897595716882492,0.0014555171895409558,-0.24903822524202468,8.0,-0.24666260714416666,-0.013127297136776406,0.3585898046865097,-0.008172415671339195,0.012307482906550149
7750.0,-0.002703080190251228,0.09760721116557391,0.00019050019264454932,-0.08591592207106657,9.0,-0.018171738016683037,-3.277729119588457e-05,0.30182040708893965,-0.02938974252985105,0.03699600170274664
14250.0,0.003780941972578944,-0.2718473336636791,0.0016748712336465132,-0.26938674219506,7.75,-0.2932849650590299,-0.015231867875556304,0.32914926043597603,-0.0054951032538710365,0.01025866165095124
5500.0,-0.00990587240521279,0.469656083201059,-0.0008129609704852214,0.058126123309207856,6.75,0.1916797914785704,0.01182955814010711,0.824503872132226,-0.08587085243940606,0.06611202320642917
15000.0,0.00398880888737807,-0.2786456541302229,0.001721962251650666,-0.27677061573402995,8.0,-0.29999020717609426,-0.015708405131007908,0.265355057438164,0.00073121164862755,0.00862043223487774
11000.0,0.001540671769411972,-0.11674510293460827,0.0011532906662310438,-0.21822240228596002,8.5,-0.19025422120447644,-0.010093590255209506,0.2884427130434375,-0.007987549786641068,0.015072222090353193
9250.0,-0.0005381847828758168,-0.018891602016914533,0.0006532876937583865,-0.15075371626189593,8.5,-0.1068082391150611,-0.004918779442427024,0.27837789391887924,-0.017470391143561415,0.02530636516851814
5750.0,-0.008824269620234304,0.40886376022120174,-0.0006642351909178501,0.03600754490145874,7.0,0.15715890538384514,0.009959555834576861,0.7240902152831197,-0.07407230957296207,0.0615182566025112
50000.0,0.008634836473014218,-0.5192320776943049,0.002271785217644151,-0.3465239051973157,7.0,-0.422528178086786,-0.019479551997363842,-0.39994801341040187,0.03154722667208887,-0.004216205425727537
15750.0,0.004222130168798799,-0.28397396895670113,0.0017653964407529088,-0.28325619903385046,8.25,-0.3058078493962668,-0.01615603818248701,0.2042840801447241,0.005620732430479336,0.0071549037907558954
19250.0,0.005767756161674242,-0.3073246989974052,0.0019268199908992756,-0.30607466074203415,9.25,-0.3261846957252672,-0.0179562045170627,-0.025980796315259624,0.01819801576696989,0.002550334864331205
10750.0,0.0013380815784955757,-0.12116273935322397,0.0011659759557360871,-0.2156612482193836,8.0,-0.19370832330875487,-0.009924744790033913,0.3702901217788508,-0.01434423745829605,0.016376942666688876
13750.0,0.0036446184793916814,-0.19871756565640197,0.0015537931626568025,-0.26573879219593266,9.0,-0.25556537400309054,-0.01447819137905526,0.1476335405767344,0.005228618492992609,0.008014359307978225
24000.0,0.006787545462501043,-0.38151899605080786,0.002069157274796396,-0.32219199632365303,9.0,-0.36207412875682365,-0.01860730123481602,-0.1494421324800399,0.02357887496911104,-8.977589402547892e-05
12250.0,0.0037613273764876,-0.26977964504882124,0.0015573237697168452,-0.23647605440933006,6.5,-0.2760852757191117,-0.013600678253922638,0.538118690802051,-0.05480038283924671,0.01796844311044765
18750.0,0.005406595510237366,-0.308945364563165,0.0019039556586690765,-0.30270229311387453,9.0,-0.3255586294505193,-0.0176080797500191,0.01215538793221782,0.016481132410525845,0.0032097387224823137
14500.0,0.0038883856772429226,-0.2783642703021769,0.001690950506002764,-0.2713813920941561,7.75,-0.2967492399573288,-0.01534371674192414,0.314553819948415,-0.004575237961894629,0.009922879738127222
9250.0,-0.0005668315037539173,-0.022015412828899628,0.0006704780502460039,-0.1528376533573237,8.25,-0.11060456724639067,-0.005041503211465681,0.30715682770740926,-0.01901717363240607,0.02514745371403393
38000.0,0.008322831710366074,-0.48951194935699505,0.002241994325842711,-0.3436739549666825,8.25,-0.41100793131163016,-0.019358013662177598,-0.35956996078759573,0.030799851308849213,-0.0038503499819952935
5500.0,-0.010791100512996366,0.4812965351451055,-0.0008091809059607158,0.05480668444182868,8.0,0.19254182319290436,0.011869928858075696,0.9460959402492222,-0.10562559294963592,0.06416588464804107
14500.0,0.003785016160257726,-0.26574081127843385,0.001689922100467811,-0.27287123203753794,8.0,-0.2930830596921865,-0.015482220483612252,0.2914699554245743,-0.0008666202109495202,0.009241332670093527
